solver;instance_source_file_name;time_limit;time;gap;nodes;best_solution;best_bound;matrix_constraints;matrix_variables;matrix_nonzeros;matrix_post_constraints;matrix_post_variables;matrix_post_nonzeros;first_relaxed;first_solution_BestInteger;first_solution_CutsBestBound;cut_info_best_bound;cut_info_best_solution;cut_info_time;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_GUB_COVER;cut_info_IMPLIED_BOUND;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF;cut_info_CLIQUE;cut_info_COVER;cut_info_FLOW;cut_info_GOMORY;cut_info_LIFT_AND_PROJECT;cut_info_MIR;cut_info_OUTROS;cut_info_ZERO_HALF
GUROBI;5Cap20.txt;300;21,16;0;15120,0;2176,2;2176,2;200;7053;14006;200;7053;14006;1406,3;6035,3;1406,3;2091,66488;2345,9;0,0;101;244;137;27;;162;34;7;101;244;137;27;;;162;34;7;101;244;137;27;;;;162;34;7;101;244;137;27;;162;34;7
CBC;5Cap20.txt;300;299,85;2,6446728718597488;11957;2213,2;2154,6681;200;7053;14006;200;7053;14006;2099,1219;6659,1;2099,1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap20.txt;600;11,27;0;7497,0;2176,2;2175,9834008;200;7053;14006;200;4286;8472;0,0;56083,8;0,0;2111,3778;2224,0;2,69;161;709;14;9;;64;;38;161;709;14;9;;;64;;38;161;709;14;9;;;;64;;38;161;709;14;9;;64;;38
GUROBI;5Cap20.txt;600;21,18;0;15120,0;2176,2;2176,2;200;7053;14006;200;7053;14006;1406,3;6035,3;1406,3;2091,66488;2345,9;0,0;101;244;137;27;;162;34;7;101;244;137;27;;;162;34;7;101;244;137;27;;;;162;34;7;101;244;137;27;;162;34;7
CBC;5Cap20.txt;600;451,96;0;18008;2176,2;2176,2;200;7053;14006;200;7053;14006;2099,1219;6659,1;2099,1219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap30.txt;120;14,17;0;10240,0;1942,8;1942,6101254;200;7053;14006;200;6408;12716;0,0;76506,3;0,0;1845,7645;2153,4;2,87;214;697;15;3;;71;;21;214;697;15;3;;;71;;21;214;697;15;3;;;;71;;21;214;697;15;3;;71;;21
GUROBI;5Cap30.txt;120;30,09;0;23505,0;1942,8;1942,8;200;7053;14006;200;7053;14006;1074,03333;6378,0;1074,03333;1820,68101;2288,1;0,0;206;404;23;22;;125;41;3;206;404;23;22;;;125;41;3;206;404;23;22;;;;125;41;3;206;404;23;22;;125;41;3
CBC;5Cap30.txt;120;119,87;7,17171145685997;3468;1979,6;1837,6288;200;7053;14006;200;7053;14006;1837,6288;5970,0;1837,6288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap30.txt;300;14,26;0;10240,0;1942,8;1942,6101254;200;7053;14006;200;6408;12716;0,0;76506,3;0,0;1845,7645;2153,4;2,86;214;697;15;3;;71;;21;214;697;15;3;;;71;;21;214;697;15;3;;;;71;;21;214;697;15;3;;71;;21
GUROBI;5Cap30.txt;300;30,07;0;23505,0;1942,8;1942,8;200;7053;14006;200;7053;14006;1074,03333;6378,0;1074,03333;1820,68101;2288,1;0,0;206;404;23;22;;125;41;3;206;404;23;22;;;125;41;3;206;404;23;22;;;;125;41;3;206;404;23;22;;125;41;3
CBC;5Cap30.txt;300;299,97;7,17171145685997;11010;1979,6;1837,6288;200;7053;14006;200;7053;14006;1837,6288;5970,0;1837,6288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap30.txt;600;14,15;0;10240,0;1942,8;1942,6101254;200;7053;14006;200;6408;12716;0,0;76506,3;0,0;1845,7645;2153,4;2,82;214;697;15;3;;71;;21;214;697;15;3;;;71;;21;214;697;15;3;;;;71;;21;214;697;15;3;;71;;21
GUROBI;5Cap30.txt;600;30,06;0;23505,0;1942,8;1942,8;200;7053;14006;200;7053;14006;1074,03333;6378,0;1074,03333;1820,68101;2288,1;0,0;206;404;23;22;;125;41;3;206;404;23;22;;;125;41;3;206;404;23;22;;;;125;41;3;206;404;23;22;;125;41;3
CBC;5Cap30.txt;600;512,8;0;16819;1942,8;1942,8;200;7053;14006;200;7053;14006;1837,6288;5970,0;1837,6288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap40.txt;120;14,45;0;8457,0;1869,4;1869,4;200;7053;14006;200;7053;14006;0,0;96736,3;0,0;1761,8518;2013,3;3,25;272;630;20;16;;83;;17;272;630;20;16;;;83;;17;272;630;20;16;;;;83;;17;272;630;20;16;;83;;17
GUROBI;5Cap40.txt;120;17,71;0;10037,0;1869,4;1869,4;200;7053;14006;200;7053;14006;884,0;6337,5;884,0;1740,96133;2208,6;0,0;238;426;12;29;;98;37;3;238;426;12;29;;;98;37;3;238;426;12;29;;;;98;37;3;238;426;12;29;;98;37;3
CBC;5Cap40.txt;120;119,9;7,022167695636113;3651;1895,1;1762,0229;200;7053;14006;200;7053;14006;1762,0229;5936,2;1762,0229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap40.txt;300;14,55;0;8457,0;1869,4;1869,4;200;7053;14006;200;7053;14006;0,0;96736,3;0,0;1761,8518;2013,3;3,26;272;630;20;16;;83;;17;272;630;20;16;;;83;;17;272;630;20;16;;;;83;;17;272;630;20;16;;83;;17
GUROBI;5Cap40.txt;300;17,66;0;10037,0;1869,4;1869,4;200;7053;14006;200;7053;14006;884,0;6337,5;884,0;1740,96133;2208,6;0,0;238;426;12;29;;98;37;3;238;426;12;29;;;98;37;3;238;426;12;29;;;;98;37;3;238;426;12;29;;98;37;3
CBC;5Cap40.txt;300;181,34;0;5154;1869,4;1869,4;200;7053;14006;200;7053;14006;1762,0229;5936,2;1762,0229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap40.txt;600;14,5;0;8457,0;1869,4;1869,4;200;7053;14006;200;7053;14006;0,0;96736,3;0,0;1761,8518;2013,3;3,24;272;630;20;16;;83;;17;272;630;20;16;;;83;;17;272;630;20;16;;;;83;;17;272;630;20;16;;83;;17
GUROBI;5Cap40.txt;600;17,92;0;10037,0;1869,4;1869,4;200;7053;14006;200;7053;14006;884,0;6337,5;884,0;1740,96133;2208,6;0,0;238;426;12;29;;98;37;3;238;426;12;29;;;98;37;3;238;426;12;29;;;;98;37;3;238;426;12;29;;98;37;3
CBC;5Cap40.txt;600;180,7;0;5154;1869,4;1869,4;200;7053;14006;200;7053;14006;1762,0229;5936,2;1762,0229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap50.txt;120;11,97;0;5940,0;1860,2;1860,0180019;200;7053;14006;200;6648;13196;0,0;117985,5;0,0;1749,8684;1960,6;2,99;311;592;12;9;;87;;23;311;592;12;9;;;87;;23;311;592;12;9;;;;87;;23;311;592;12;9;;87;;23
GUROBI;5Cap50.txt;120;16,92;0;11760,0;1860,2;1860,2;200;7053;14006;200;7053;14006;762,3;6213,8;762,3;1730,32444;2168,3;0,0;270;433;14;24;;118;41;2;270;433;14;24;;;118;41;2;270;433;14;24;;;;118;41;2;270;433;14;24;;118;41;2
CBC;5Cap50.txt;120;85,19;0;2293;1860,2;1860,2;200;7053;14006;200;7053;14006;1748,3484;6386,6;1748,3484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap50.txt;300;12,01;0;5940,0;1860,2;1860,0180019;200;7053;14006;200;6648;13196;0,0;117985,5;0,0;1749,8684;1960,6;3,0;311;592;12;9;;87;;23;311;592;12;9;;;87;;23;311;592;12;9;;;;87;;23;311;592;12;9;;87;;23
GUROBI;5Cap50.txt;300;16,93;0;11760,0;1860,2;1860,2;200;7053;14006;200;7053;14006;762,3;6213,8;762,3;1730,32444;2168,3;1,0;270;433;14;24;;118;41;2;270;433;14;24;;;118;41;2;270;433;14;24;;;;118;41;2;270;433;14;24;;118;41;2
CBC;5Cap50.txt;300;85,33;0;2293;1860,2;1860,2;200;7053;14006;200;7053;14006;1748,3484;6386,6;1748,3484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;5Cap50.txt;600;12,01;0;5940,0;1860,2;1860,0180019;200;7053;14006;200;6648;13196;0,0;117985,5;0,0;1749,8684;1960,6;2,98;311;592;12;9;;87;;23;311;592;12;9;;;87;;23;311;592;12;9;;;;87;;23;311;592;12;9;;87;;23
GUROBI;5Cap50.txt;600;16,9;0;11760,0;1860,2;1860,2;200;7053;14006;200;7053;14006;762,3;6213,8;762,3;1730,32444;2168,3;1,0;270;433;14;24;;118;41;2;270;433;14;24;;;118;41;2;270;433;14;24;;;;118;41;2;270;433;14;24;;118;41;2
CBC;5Cap50.txt;600;85,49;0;2293;1860,2;1860,2;200;7053;14006;200;7053;14006;1748,3484;6386,6;1748,3484;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap10.txt;120;6,26;0;4665,0;3040,1;3039,8070079;200;7045;13990;199;2329;4558;0,0;36354,6;0,0;3011,049;3044,4;4,35;79;370;13;20;;54;;71;79;370;13;20;;;54;;71;79;370;13;20;;;;54;;71;79;370;13;20;;54;;71
GUROBI;6Cap10.txt;120;9,47;0;9827,0;3040,1;3040,1;200;7045;13990;200;7045;13990;2284,9;7536,4;2284,9;2991,85217;3143,9;0,0;53;159;77;23;;100;27;30;53;159;77;23;;;100;27;30;53;159;77;23;;;;100;27;30;53;159;77;23;;100;27;30
CBC;6Cap10.txt;120;119,9;1,3749285315282835;7360;3043,3;3001,4568;200;7045;13990;200;7045;13990;2996,5472;7182,1;2996,5472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap10.txt;300;6,38;0;4665,0;3040,1;3039,8070079;200;7045;13990;199;2329;4558;0,0;36354,6;0,0;3011,049;3044,4;4,49;79;370;13;20;;54;;71;79;370;13;20;;;54;;71;79;370;13;20;;;;54;;71;79;370;13;20;;54;;71
GUROBI;6Cap10.txt;300;9,49;0;9827,0;3040,1;3040,1;200;7045;13990;200;7045;13990;2284,9;7536,4;2284,9;2991,85217;3143,9;0,0;53;159;77;23;;100;27;30;53;159;77;23;;;100;27;30;53;159;77;23;;;;100;27;30;53;159;77;23;;100;27;30
CBC;6Cap10.txt;300;144,57;0;8781;3040,1;3040,1;200;7045;13990;200;7045;13990;2996,5472;7182,1;2996,5472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap10.txt;600;6,31;0;4665,0;3040,1;3039,8070079;200;7045;13990;199;2329;4558;0,0;36354,6;0,0;3011,049;3044,4;4,42;79;370;13;20;;54;;71;79;370;13;20;;;54;;71;79;370;13;20;;;;54;;71;79;370;13;20;;54;;71
GUROBI;6Cap10.txt;600;9,46;0;9827,0;3040,1;3040,1;200;7045;13990;200;7045;13990;2284,9;7536,4;2284,9;2991,85217;3143,9;0,0;53;159;77;23;;100;27;30;53;159;77;23;;;100;27;30;53;159;77;23;;;;100;27;30;53;159;77;23;;100;27;30
CBC;6Cap10.txt;600;145,28;0;8781;3040,1;3040,1;200;7045;13990;200;7045;13990;2996,5472;7182,1;2996,5472;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap20.txt;120;42,39;0;38119,0;2303,1;2302,8704719;200;7045;13990;200;7045;13990;0,0;58344,0;0,0;2216,3277;2446,7;2,48;154;725;13;9;;69;;40;154;725;13;9;;;69;;40;154;725;13;9;;;;69;;40;154;725;13;9;;69;;40
GUROBI;6Cap20.txt;120;85,36;0;73336,0;2303,1;2303,1;200;7045;13990;200;7045;13990;1449,0;6367,4;1449,0;2196,84039;2625,5;0,0;114;259;135;32;;198;42;5;114;259;135;32;;;198;42;5;114;259;135;32;;;;198;42;5;114;259;135;32;;198;42;5
CBC;6Cap20.txt;120;119,92;5,5657643040136575;4959;2342,0;2211,6498;200;7045;13990;200;7045;13990;2211,6498;6421,2;2211,6498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap20.txt;300;42,6;0;38119,0;2303,1;2302,8704719;200;7045;13990;200;7045;13990;0,0;58344,0;0,0;2216,3277;2446,7;2,45;154;725;13;9;;69;;40;154;725;13;9;;;69;;40;154;725;13;9;;;;69;;40;154;725;13;9;;69;;40
GUROBI;6Cap20.txt;300;85,29;0;73336,0;2303,1;2303,1;200;7045;13990;200;7045;13990;1449,0;6367,4;1449,0;2196,84039;2625,5;0,0;114;259;135;32;;198;42;5;114;259;135;32;;;198;42;5;114;259;135;32;;;;198;42;5;114;259;135;32;;198;42;5
CBC;6Cap20.txt;300;299,76;3,5868445772843787;11622;2342,0;2257,9961;200;7045;13990;200;7045;13990;2211,6498;6421,2;2211,6498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap20.txt;600;42,3;0;38119,0;2303,1;2302,8704719;200;7045;13990;200;7045;13990;0,0;58344,0;0,0;2216,3277;2446,7;2,4;154;725;13;9;;69;;40;154;725;13;9;;;69;;40;154;725;13;9;;;;69;;40;154;725;13;9;;69;;40
GUROBI;6Cap20.txt;600;85,13;0;73336,0;2303,1;2303,1;200;7045;13990;200;7045;13990;1449,0;6367,4;1449,0;2196,84039;2625,5;0,0;114;259;135;32;;198;42;5;114;259;135;32;;;198;42;5;114;259;135;32;;;;198;42;5;114;259;135;32;;198;42;5
CBC;6Cap20.txt;600;599,73;0,6623246928053452;19944;2303,1;2287,846;200;7045;13990;200;7045;13990;2211,6498;6421,2;2211,6498;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap30.txt;120;19,7;0;14418,0;2102,1;2101,8978538;200;7045;13990;200;7025;13950;0,0;76751,7;0,0;1994,0311;2220,0;2,74;224;650;15;11;;72;;29;224;650;15;11;;;72;;29;224;650;15;11;;;;72;;29;224;650;15;11;;72;;29
GUROBI;6Cap30.txt;120;28,87;0;19138,0;2102,1;2102,1;200;7045;13990;200;7045;13990;1108,76667;6313,8;1108,76667;1962,35544;2417,8;0,0;183;455;25;26;;101;31;6;183;455;25;26;;;101;31;6;183;455;25;26;;;;101;31;6;183;455;25;26;;101;31;6
CBC;6Cap30.txt;120;119,91;6,7213513133867036;4133;2135,7;1992,1521;200;7045;13990;200;7045;13990;1992,1521;6281,4;1992,1521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap30.txt;300;19,6;0;14418,0;2102,1;2101,8978538;200;7045;13990;200;7025;13950;0,0;76751,7;0,0;1994,0311;2220,0;2,65;224;650;15;11;;72;;29;224;650;15;11;;;72;;29;224;650;15;11;;;;72;;29;224;650;15;11;;72;;29
GUROBI;6Cap30.txt;300;29,27;0;19138,0;2102,1;2102,1;200;7045;13990;200;7045;13990;1108,76667;6313,8;1108,76667;1962,35544;2417,8;0,0;183;455;25;26;;101;31;6;183;455;25;26;;;101;31;6;183;455;25;26;;;;101;31;6;183;455;25;26;;101;31;6
CBC;6Cap30.txt;300;299,84;4,579130964086713;11106;2135,7;2037,9035;200;7045;13990;200;7045;13990;1992,1521;6281,4;1992,1521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap30.txt;600;19,68;0;14418,0;2102,1;2101,8978538;200;7045;13990;200;7025;13950;0,0;76751,7;0,0;1994,0311;2220,0;2,69;224;650;15;11;;72;;29;224;650;15;11;;;72;;29;224;650;15;11;;;;72;;29;224;650;15;11;;72;;29
GUROBI;6Cap30.txt;600;28,86;0;19138,0;2102,1;2102,1;200;7045;13990;200;7045;13990;1108,76667;6313,8;1108,76667;1962,35544;2417,8;0,0;183;455;25;26;;101;31;6;183;455;25;26;;;101;31;6;183;455;25;26;;;;101;31;6;183;455;25;26;;101;31;6
CBC;6Cap30.txt;600;599,47;0,47335521621234566;18848;2102,1;2092,1496;200;7045;13990;200;7045;13990;1992,1521;6281,4;1992,1521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap40.txt;120;21,7;0;15188,0;2045,8;2045,5998231;200;7045;13990;200;7045;13990;0,0;97401,7;0,0;1923,6538;2158,6;3,07;281;621;14;14;;73;;21;281;621;14;14;;;73;;21;281;621;14;14;;;;73;;21;281;621;14;14;;73;;21
GUROBI;6Cap40.txt;120;23,67;0;16916,0;2045,8;2045,8;200;7045;13990;200;7045;13990;917,3;6227,9;917,3;1889,93407;2399,0;0,0;236;455;16;28;;109;43;2;236;455;16;28;;;109;43;2;236;455;16;28;;;;109;43;2;236;455;16;28;;109;43;2
CBC;6Cap40.txt;120;119,94;7,466918450805873;3858;2078,5;1923,3001;200;7045;13990;200;7045;13990;1923,3001;5425,6;1923,3001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap40.txt;300;21,52;0;15188,0;2045,8;2045,5998231;200;7045;13990;200;7045;13990;0,0;97401,7;0,0;1923,6538;2158,6;3,08;281;621;14;14;;73;;21;281;621;14;14;;;73;;21;281;621;14;14;;;;73;;21;281;621;14;14;;73;;21
GUROBI;6Cap40.txt;300;23,73;0;16916,0;2045,8;2045,8;200;7045;13990;200;7045;13990;917,3;6227,9;917,3;1889,93407;2399,0;0,0;236;455;16;28;;109;43;2;236;455;16;28;;;109;43;2;236;455;16;28;;;;109;43;2;236;455;16;28;;109;43;2
CBC;6Cap40.txt;300;299,6;7,466918450805873;10898;2078,5;1923,3001;200;7045;13990;200;7045;13990;1923,3001;5425,6;1923,3001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap40.txt;600;21,42;0;15188,0;2045,8;2045,5998231;200;7045;13990;200;7045;13990;0,0;97401,7;0,0;1923,6538;2158,6;3,15;281;621;14;14;;73;;21;281;621;14;14;;;73;;21;281;621;14;14;;;;73;;21;281;621;14;14;;73;;21
GUROBI;6Cap40.txt;600;23,41;0;16916,0;2045,8;2045,8;200;7045;13990;200;7045;13990;917,3;6227,9;917,3;1889,93407;2399,0;0,0;236;455;16;28;;109;43;2;236;455;16;28;;;109;43;2;236;455;16;28;;;;109;43;2;236;455;16;28;;109;43;2
CBC;6Cap40.txt;600;446,9;0;13934;2045,8;2045,8;200;7045;13990;200;7045;13990;1923,3001;5425,6;1923,3001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap50.txt;120;14,25;0;10161,0;2037,8;2037,6017061;200;7045;13990;200;7041;13982;0,0;118083,4;0,0;1908,2024;2155,8;3,05;339;573;9;13;;68;;22;339;573;9;13;;;68;;22;339;573;9;13;;;;68;;22;339;573;9;13;;68;;22
GUROBI;6Cap50.txt;120;36,6;0;29870,0;2037,8;2037,8;200;7045;13990;200;7045;13990;791,8;5976,7;791,8;1874,29411;2445,4;0,0;272;445;19;34;;113;49;;272;445;19;34;;;113;49;;272;445;19;34;;;;113;49;;272;445;19;34;;113;49;
CBC;6Cap50.txt;120;119,93;7,308514255184814;4317;2058,9;1908,425;200;7045;13990;200;7045;13990;1908,425;6492,0;1908,425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap50.txt;300;14,25;0;10161,0;2037,8;2037,6017061;200;7045;13990;200;7041;13982;0,0;118083,4;0,0;1908,2024;2155,8;3,03;339;573;9;13;;68;;22;339;573;9;13;;;68;;22;339;573;9;13;;;;68;;22;339;573;9;13;;68;;22
GUROBI;6Cap50.txt;300;37,28;0;29870,0;2037,8;2037,8;200;7045;13990;200;7045;13990;791,8;5976,7;791,8;1874,29411;2445,4;0,0;272;445;19;34;;113;49;;272;445;19;34;;;113;49;;272;445;19;34;;;;113;49;;272;445;19;34;;113;49;
CBC;6Cap50.txt;300;259,42;0;8138;2037,8;2037,8;200;7045;13990;200;7045;13990;1908,425;6492,0;1908,425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;6Cap50.txt;600;14,17;0;10161,0;2037,8;2037,6017061;200;7045;13990;200;7041;13982;0,0;118083,4;0,0;1908,2024;2155,8;2,96;339;573;9;13;;68;;22;339;573;9;13;;;68;;22;339;573;9;13;;;;68;;22;339;573;9;13;;68;;22
GUROBI;6Cap50.txt;600;36,54;0;29870,0;2037,8;2037,8;200;7045;13990;200;7045;13990;791,8;5976,7;791,8;1874,29411;2445,4;0,0;272;445;19;34;;113;49;;272;445;19;34;;;113;49;;272;445;19;34;;;;113;49;;272;445;19;34;;113;49;
CBC;6Cap50.txt;600;259,33;0;8138;2037,8;2037,8;200;7045;13990;200;7045;13990;1908,425;6492,0;1908,425;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap10.txt;120;12,46;0;13415,0;3013,7;3013,4014102;200;7133;14166;200;2875;5650;0,0;33826,2;0,0;2962,8078;3077,2;1,79;95;635;19;8;;47;;26;95;635;19;8;;;47;;26;95;635;19;8;;;;47;;26;95;635;19;8;;47;;26
GUROBI;7Cap10.txt;120;37,53;0;34830,0;3013,7;3013,7;200;7133;14166;200;7133;14166;2238,6;6903,4;2238,6;2947,29629;3127,4;0,0;56;171;171;31;;148;40;14;56;171;171;31;;;148;40;14;56;171;171;31;;;;148;40;14;56;171;171;31;;148;40;14
CBC;7Cap10.txt;120;119,93;2,2497898255717805;5616;3021,3;2953,3271;200;7133;14166;200;7133;14166;2953,3271;7129,6;2953,3271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap10.txt;300;12,62;0;13415,0;3013,7;3013,4014102;200;7133;14166;200;2875;5650;0,0;33826,2;0,0;2962,8078;3077,2;1,79;95;635;19;8;;47;;26;95;635;19;8;;;47;;26;95;635;19;8;;;;47;;26;95;635;19;8;;47;;26
GUROBI;7Cap10.txt;300;37,56;0;34830,0;3013,7;3013,7;200;7133;14166;200;7133;14166;2238,6;6903,4;2238,6;2947,29629;3127,4;0,0;56;171;171;31;;148;40;14;56;171;171;31;;;148;40;14;56;171;171;31;;;;148;40;14;56;171;171;31;;148;40;14
CBC;7Cap10.txt;300;299,89;0,5216736845595263;13582;3016,1;3000,3658;200;7133;14166;200;7133;14166;2953,3271;7129,6;2953,3271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap10.txt;600;12,58;0;13415,0;3013,7;3013,4014102;200;7133;14166;200;2875;5650;0,0;33826,2;0,0;2962,8078;3077,2;1,8;95;635;19;8;;47;;26;95;635;19;8;;;47;;26;95;635;19;8;;;;47;;26;95;635;19;8;;47;;26
GUROBI;7Cap10.txt;600;37,6;0;34830,0;3013,7;3013,7;200;7133;14166;200;7133;14166;2238,6;6903,4;2238,6;2947,29629;3127,4;0,0;56;171;171;31;;148;40;14;56;171;171;31;;;148;40;14;56;171;171;31;;;;148;40;14;56;171;171;31;;148;40;14
CBC;7Cap10.txt;600;503,67;0;24482;3013,7;3013,7;200;7133;14166;200;7133;14166;2953,3271;7129,6;2953,3271;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap20.txt;120;90,65;0;71098,0;2265,1;2264,8760916;200;7133;14166;200;4462;8824;0,0;54928,1;0,0;2183,5352;2390,6;1,95;150;798;15;19;;46;;22;150;798;15;19;;;46;;22;150;798;15;19;;;;46;;22;150;798;15;19;;46;;22
GUROBI;7Cap20.txt;120;120,01;0,5777;90054,0;2267,7;2254,6;200;7133;14166;200;7133;14166;1424,3;5725,4;1424,3;2163,42484;2646,3;0,0;123;337;154;32;;234;55;10;123;337;154;32;;;234;55;10;123;337;154;32;;;;234;55;10;123;337;154;32;;234;55;10
CBC;7Cap20.txt;120;119,94;6,003699387032709;4860;2316,6;2177,5183;200;7133;14166;200;7133;14166;2177,5183;6687,4;2177,5183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap20.txt;300;91,42;0;71098,0;2265,1;2264,8760916;200;7133;14166;200;4462;8824;0,0;54928,1;0,0;2183,5352;2390,6;1,96;150;798;15;19;;46;;22;150;798;15;19;;;46;;22;150;798;15;19;;;;46;;22;150;798;15;19;;46;;22
GUROBI;7Cap20.txt;300;133,38;0;108817,0;2265,1;2265,1;200;7133;14166;200;7133;14166;1424,3;5725,4;1424,3;2163,42484;2646,3;0,0;123;338;155;32;;234;55;10;123;338;155;32;;;234;55;10;123;338;155;32;;;;234;55;10;123;338;155;32;;234;55;10
CBC;7Cap20.txt;300;299,94;3,48419077540689;11333;2291,7;2211,8528;200;7133;14166;200;7133;14166;2177,5183;6687,4;2177,5183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap20.txt;600;90,65;0;71098,0;2265,1;2264,8760916;200;7133;14166;200;4462;8824;0,0;54928,1;0,0;2183,5352;2390,6;1,96;150;798;15;19;;46;;22;150;798;15;19;;;46;;22;150;798;15;19;;;;46;;22;150;798;15;19;;46;;22
GUROBI;7Cap20.txt;600;133,37;0;108817,0;2265,1;2265,1;200;7133;14166;200;7133;14166;1424,3;5725,4;1424,3;2163,42484;2646,3;0,0;123;338;155;32;;234;55;10;123;338;155;32;;;234;55;10;123;338;155;32;;;;234;55;10;123;338;155;32;;234;55;10
CBC;7Cap20.txt;600;599,82;1,132250231777848;18231;2265,1;2239,4534;200;7133;14166;200;7133;14166;2177,5183;6687,4;2177,5183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap30.txt;120;44,39;0;34183,0;2041,0;2040,7963963;200;7133;14166;200;7133;14166;0,0;75738,0;0,0;1937,1117;2271,8;2,67;235;635;22;13;;83;;22;235;635;22;13;;;83;;22;235;635;22;13;;;;83;;22;235;635;22;13;;83;;22
GUROBI;7Cap30.txt;120;43,34;0;25420,0;2041,0;2041,0;200;7133;14166;200;7133;14166;1091,86667;5575,2;1091,86667;1893,2675;2434,1;0,0;212;521;26;28;;105;35;9;212;521;26;28;;;105;35;9;212;521;26;28;;;;105;35;9;212;521;26;28;;105;35;9
CBC;7Cap30.txt;120;119,9;6,462113003095969;3979;2067,2;1933,6152;200;7133;14166;200;7133;14166;1933,6152;6499,8;1933,6152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CPLEX;7Cap30.txt;300;44,11;0;34183,0;2041,0;2040,7963963;200;7133;14166;200;7133;14166;0,0;75738,0;0,0;1937,1117;2271,8;2,63;235;635;22;13;;83;;22;235;635;22;13;;;83;;22;235;635;22;13;;;;83;;22;235;635;22;13;;83;;22
GUROBI;7Cap30.txt;300;43,15;0;25420,0;2041,0;2041,0;200;7133;14166;200;7133;14166;1091,86667;5575,2;1091,86667;1893,2675;2434,1;0,0;212;521;26;28;;105;35;9;212;521;26;28;;;105;35;9;212;521;26;28;;;;105;35;9;212;521;26;28;;105;35;9
CBC;7Cap30.txt;300;299,86;5,525225973518351;10435;2046,7;1933,6152;200;7133;14166;200;7133;14166;1933,6152;6499,8;1933,6152;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
